"행정구역","2025년07월_전체","2025년07월_남자","2025년07월_여자","2025년07월_65세이상전체","2025년07월_65세이상남자","2025년07월_65세이상여자"
"충청북도 청주시 서원구 사직1동(4311251000)","4,036","2,066","1,970","1,165","531","634"
"충청북도 청주시 서원구 사직2동(4311252000)","11,145","5,458","5,687","2,239","1,040","1,199"
"충청북도 청주시 서원구 사창동(4311253000)","14,187","7,311","6,876","3,003","1,299","1,704"
"충청북도 청주시 서원구 모충동(4311254000)","16,634","8,317","8,317","3,871","1,719","2,152"
"충청북도 청주시 서원구 산남동(4311255000)","24,984","12,508","12,476","3,197","1,438","1,759"
"충청북도 청주시 서원구 분평동(4311256000)","27,898","13,457","14,441","4,552","1,832","2,720"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,448","6,282","6,166","3,658","1,597","2,061"
"충청북도 청주시 서원구 수곡2동(4311258000)","14,760","7,321","7,439","3,943","1,728","2,215"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","41,884","20,721","21,163","7,099","3,043","4,056"
"충청북도 청주시 흥덕구 (4311300000)","290,267","147,972","142,295","40,437","18,080","22,357"
"충청북도 청주시 흥덕구 오송읍(4311325000)","46,010","23,131","22,879","4,805","2,130","2,675"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,647","5,527","5,120","2,447","1,159","1,288"
"충청북도 청주시 흥덕구 옥산면(4311332000)","16,989","8,654","8,335","3,080","1,405","1,675"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","13,701","6,710","6,991","3,383","1,469","1,914"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,784","26,172","24,612","4,661","2,077","2,584"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,204","7,947","7,257","3,370","1,472","1,898"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,639","26,204","27,435","7,715","3,417","4,298"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,948","6,862","6,086","1,951","909","1,042"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,398","12,694","10,704","3,332","1,531","1,801"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","30,478","15,390","15,088","4,500","1,976","2,524"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,469","8,681","7,788","1,193","535","658"
"충청북도 청주시 청원구 (4311400000)","188,684","97,278","91,406","31,655","13,977","17,678"
"충청북도 청주시 청원구 내수읍(4311425000)","18,954","9,839","9,115","4,449","1,969","2,480"
"충청북도 청주시 청원구 오창읍(4311425300)","68,404","36,527","31,877","6,723","3,057","3,666"
"충청북도 청주시 청원구 북이면(4311431000)","4,076","2,179","1,897","1,934","875","1,059"
"충청북도 청주시 청원구 우암동(4311451000)","12,102","6,070","6,032","3,240","1,378","1,862"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,697","3,892","3,805","2,565","1,079","1,486"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,767","6,550","6,217","2,843","1,269","1,574"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,013","23,553","23,460","7,378","3,268","4,110"
"충청북도 청주시 청원구 오근장동(4311455000)","17,671","8,668","9,003","2,523","1,082","1,441"
"충청북도 충주시 (4313000000)","206,976","104,951","102,025","52,031","23,253","28,778"
"충청북도 충주시 주덕읍(4313025000)","8,954","4,595","4,359","2,209","982","1,227"
"충청북도 충주시 살미면(4313031000)","1,890","969","921","985","485","500"
"충청북도 충주시 수안보면(4313032500)","2,718","1,357","1,361","1,315","589","726"
"충청북도 충주시 대소원면(4313033500)","9,741","5,614","4,127","2,018","973","1,045"
"충청북도 충주시 신니면(4313035000)","2,665","1,369","1,296","1,386","634","752"
"충청북도 충주시 노은면(4313036000)","2,146","1,100","1,046","1,163","543","620"
"충청북도 충주시 앙성면(4313037000)","3,820","1,992","1,828","1,908","914","994"
"충청북도 충주시 중앙탑면(4313038500)","14,454","7,465","6,989","1,767","812","955"
"충청북도 충주시 금가면(4313039000)","3,798","2,095","1,703","1,021","468","553"
"충청북도 충주시 동량면(4313040000)","3,380","1,740","1,640","1,595","749","846"
"충청북도 충주시 산척면(4313041000)","2,155","1,118","1,037","1,094","527","567"
"충청북도 충주시 엄정면(4313042000)","2,942","1,504","1,438","1,525","713","812"
"충청북도 충주시 소태면(4313043000)","1,829","951","878","971","473","498"
"충청북도 충주시 성내.충인동(4313051500)","2,389","1,176","1,213","937","387","550"
"충청북도 충주시 교현.안림동(4313053500)","21,793","10,739","11,054","5,209","2,220","2,989"
"충청북도 충주시 교현2동(4313054000)","6,099","3,037","3,062","2,079","892","1,187"
"충청북도 충주시 용산동(4313055000)","13,740","6,729","7,011","2,609","1,128","1,481"
"충청북도 충주시 지현동(4313056000)","4,804","2,382","2,422","1,518","656","862"
"충청북도 충주시 문화동(4313057100)","8,601","4,324","4,277","3,095","1,372","1,723"
"충청북도 충주시 호암.직동(4313058000)","22,040","10,991","11,049","2,683","1,177","1,506"
"충청북도 충주시 달천동(4313060500)","4,048","2,168","1,880","1,365","646","719"
"충청북도 충주시 봉방동(4313061000)","9,071","4,713","4,358","2,380","1,074","1,306"
"충청북도 충주시 칠금.금릉동(4313062500)","13,376","6,553","6,823","2,723","1,149","1,574"
"충청북도 충주시 연수동(4313063000)","34,411","17,056","17,355","7,274","3,141","4,133"
"충청북도 충주시 목행.용탄동(4313064000)","6,112","3,214","2,898","1,202","549","653"
"충청북도 제천시 (4315000000)","128,198","64,657","63,541","36,386","16,482","19,904"
"충청북도 제천시 봉양읍(4315025000)","6,494","3,322","3,172","2,843","1,350","1,493"
"충청북도 제천시 금성면(4315031000)","1,749","945","804","872","439","433"
"충청북도 제천시 청풍면(4315032000)","1,248","654","594","608","296","312"
"충청북도 제천시 수산면(4315033000)","1,973","1,049","924","1,021","508","513"
"충청북도 제천시 덕산면(4315034000)","2,054","1,044","1,010","1,004","478","526"
"충청북도 제천시 한수면(4315035000)","654","338","316","306","135","171"
"충청북도 제천시 백운면(4315036000)","3,313","1,730","1,583","1,685","833","852"
"충청북도 제천시 송학면(4315038000)","4,603","2,450","2,153","2,084","1,019","1,065"
"충청북도 제천시 교동(4315051000)","19,003","9,422","9,581","3,404","1,497","1,907"
"충청북도 제천시 의림지동(4315051800)","9,676","4,832","4,844","2,046","909","1,137"
"충청북도 제천시 중앙동(4315052800)","5,228","2,609","2,619","1,912","846","1,066"
"충청북도 제천시 남현동(4315053700)","4,579","2,263","2,316","1,722","730","992"
"충청북도 제천시 영서동(4315054700)","9,685","4,836","4,849","2,596","1,114","1,482"
"충청북도 제천시 용두동(4315056000)","18,679","9,331","9,348","3,565","1,578","1,987"
"충청북도 제천시 신백동(4315057700)","10,339","5,173","5,166","2,601","1,119","1,482"
"충청북도 제천시 청전동(4315059000)","14,456","7,317","7,139","4,850","2,189","2,661"
"충청북도 제천시 화산동(4315060500)","14,465","7,342","7,123","3,267","1,442","1,825"
"충청북도 보은군 (4372000000)","30,374","15,445","14,929","12,756","5,740","7,016"
"충청북도 보은군 보은읍(4372025000)","14,089","7,052","7,037","4,462","1,959","2,503"
"충청북도 보은군 속리산면(4372031500)","1,685","874","811","816","375","441"
"충청북도 보은군 장안면(4372032500)","1,388","743","645","532","240","292"
"충청북도 보은군 마로면(4372033000)","2,059","1,009","1,050","1,145","503","642"
"충청북도 보은군 탄부면(4372034000)","1,540","776","764","891","384","507"
"충청북도 보은군 삼승면(4372035000)","2,155","1,093","1,062","1,017","446","571"
"충청북도 보은군 수한면(4372036000)","1,780","913","867","941","436","505"
"충청북도 보은군 회남면(4372037000)","706","396","310","398","211","187"
"충청북도 보은군 회인면(4372038500)","1,682","847","835","886","387","499"
"충청북도 보은군 내북면(4372039000)","1,598","819","779","830","372","458"
"충청북도 보은군 산외면(4372040000)","1,692","923","769","838","427","411"
"충청북도 옥천군 (4373000000)","48,399","24,508","23,891","17,651","8,099","9,552"
"충청북도 옥천군 옥천읍(4373025000)","28,520","14,285","14,235","7,411","3,302","4,109"
"충청북도 옥천군 동이면(4373031000)","2,987","1,544","1,443","1,416","669","747"
"충청북도 옥천군 안남면(4373032000)","1,298","673","625","709","337","372"
"충청북도 옥천군 안내면(4373033000)","1,839","946","893","1,009","461","548"
"충청북도 옥천군 청성면(4373034000)","2,219","1,134","1,085","1,276","601","675"
"충청북도 옥천군 청산면(4373035000)","2,784","1,376","1,408","1,545","680","865"
"충청북도 옥천군 이원면(4373036000)","3,826","1,977","1,849","1,894","878","1,016"
"충청북도 옥천군 군서면(4373037000)","2,065","1,084","981","1,062","519","543"
"충청북도 옥천군 군북면(4373038000)","2,861","1,489","1,372","1,329","652","677"
"충청북도 영동군 (4374000000)","42,947","21,625","21,322","16,944","7,627","9,317"
"충청북도 영동군 영동읍(4374025000)","18,962","9,419","9,543","5,198","2,279","2,919"
"충청북도 영동군 용산면(4374031000)","3,183","1,659","1,524","1,415","679","736"
"충청북도 영동군 황간면(4374032000)","3,864","1,960","1,904","1,718","775","943"
"충청북도 영동군 추풍령면(4374033500)","2,086","1,042","1,044","1,011","442","569"
"충청북도 영동군 매곡면(4374034000)","1,770","911","859","892","406","486"
"충청북도 영동군 상촌면(4374035000)","2,128","1,055","1,073","1,165","522","643"
"충청북도 영동군 양강면(4374036000)","2,890","1,478","1,412","1,280","568","712"
"충청북도 영동군 용화면(4374037000)","887","456","431","458","207","251"
"충청북도 영동군 학산면(4374038000)","2,566","1,302","1,264","1,365","624","741"
"충청북도 영동군 양산면(4374039000)","1,710","858","852","904","401","503"
"충청북도 영동군 심천면(4374040000)","2,901","1,485","1,416","1,538","724","814"
"충청북도 증평군 (4374500000)","37,156","19,379","17,777","8,264","3,730","4,534"
"충청북도 증평군 증평읍(4374525000)","35,496","18,497","16,999","7,460","3,353","4,107"
"충청북도 증평군 도안면(4374531000)","1,660","882","778","804","377","427"
"충청북도 진천군 (4375000000)","85,882","45,457","40,425","17,257","7,850","9,407"
"충청북도 진천군 진천읍(4375025000)","29,129","15,168","13,961","6,208","2,735","3,473"
"충청북도 진천군 덕산읍(4375025300)","31,398","16,611","14,787","2,963","1,338","1,625"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","2,902","1,540","1,362","1,347","615","732"
"충청북도 진천군 문백면(4375033000)","3,400","1,798","1,602","1,432","669","763"
"충청북도 진천군 백곡면(4375034000)","2,024","1,034","990","1,052","480","572"
"충청북도 진천군 이월면(4375035000)","6,390","3,444","2,946","2,244","1,073","1,171"
"충청북도 진천군 광혜원면(4375037000)","10,639","5,862","4,777","2,011","940","1,071"
"충청북도 괴산군 (4376000000)","35,848","18,601","17,247","15,330","7,263","8,067"
"충청북도 괴산군 괴산읍(4376025000)","9,080","4,681","4,399","2,565","1,159","1,406"
"충청북도 괴산군 감물면(4376031000)","1,955","1,015","940","928","444","484"
"충청북도 괴산군 장연면(4376032000)","1,889","991","898","905","439","466"
"충청북도 괴산군 연풍면(4376033000)","2,163","1,139","1,024","1,117","557","560"
"충청북도 괴산군 칠성면(4376034000)","3,091","1,572","1,519","1,302","594","708"
"충청북도 괴산군 문광면(4376035000)","2,114","1,123","991","964","468","496"
"충청북도 괴산군 청천면(4376036000)","5,045","2,599","2,446","2,486","1,179","1,307"
"충청북도 괴산군 청안면(4376037000)","3,274","1,704","1,570","1,546","728","818"
"충청북도 괴산군 사리면(4376039000)","2,474","1,275","1,199","1,174","547","627"
"충청북도 괴산군 소수면(4376040000)","2,147","1,116","1,031","1,022","509","513"
"충청북도 괴산군 불정면(4376041000)","2,616","1,386","1,230","1,321","639","682"
"충청북도 음성군 (4377000000)","92,753","49,538","43,215","24,782","11,698","13,084"
"충청북도 음성군 음성읍(4377025000)","15,925","8,229","7,696","5,008","2,294","2,714"
"충청북도 음성군 금왕읍(4377025300)","18,665","10,093","8,572","4,410","2,041","2,369"
"충청북도 음성군 소이면(4377031000)","2,754","1,454","1,300","1,421","666","755"
"충청북도 음성군 원남면(4377032000)","3,010","1,593","1,417","1,530","746","784"
"충청북도 음성군 맹동면(4377033000)","13,093","6,922","6,171","2,174","1,046","1,128"
"충청북도 음성군 대소면(4377034000)","19,025","10,358","8,667","3,180","1,551","1,629"
"충청북도 음성군 삼성면(4377035000)","6,239","3,492","2,747","2,245","1,081","1,164"
"충청북도 음성군 생극면(4377036000)","4,374","2,404","1,970","1,732","817","915"
"충청북도 음성군 감곡면(4377037000)","9,668","4,993","4,675","3,082","1,456","1,626"
"충청북도 단양군 (4380000000)","27,035","13,799","13,236","10,719","4,947","5,772"
"충청북도 단양군 단양읍(4380025000)","10,071","5,098","4,973","2,845","1,241","1,604"
"충청북도 단양군 매포읍(4380025300)","4,781","2,498","2,283","1,796","791","1,005"
"충청북도 단양군 대강면(4380031000)","2,292","1,131","1,161","1,133","514","619"
"충청북도 단양군 가곡면(4380032000)","1,952","1,033","919","964","481","483"
"충청북도 단양군 영춘면(4380033000)","3,062","1,464","1,598","1,466","656","810"
"충청북도 단양군 어상천면(4380034000)","1,837","1,019","818","949","516","433"
"충청북도 단양군 적성면(4380035000)","1,459","753","706","791","389","402"
"충청북도 단양군 단성면(4380036000)","1,581","803","778","775","359","416"
"충청남도  (4400000000)","2,136,299","1,096,544","1,039,755","490,744","220,094","270,650"
"충청남도 천안시 (4413000000)","662,677","339,926","322,751","97,029","44,048","52,981"
"충청남도 천안시 동남구 (4413100000)","261,137","132,357","128,780","48,842","22,211","26,631"
"충청남도 천안시 동남구 목천읍(4413125000)","22,263","11,444","10,819","4,976","2,221","2,755"
"충청남도 천안시 동남구 풍세면(4413131000)","10,469","5,517","4,952","2,067","986","1,081"
"충청남도 천안시 동남구 광덕면(4413132000)","3,996","2,015","1,981","1,735","800","935"
"충청남도 천안시 동남구 북면(4413133000)","4,113","2,159","1,954","1,648","777","871"
"충청남도 천안시 동남구 성남면(4413134000)","2,811","1,483","1,328","1,283","614","669"
"충청남도 천안시 동남구 수신면(4413135000)","2,074","1,153","921","920","426","494"
"충청남도 천안시 동남구 병천면(4413136000)","5,952","3,274","2,678","1,946","910","1,036"
"충청남도 천안시 동남구 동면(4413137000)","1,905","1,039","866","966","466","500"
"충청남도 천안시 동남구 중앙동(4413151000)","4,612","2,424","2,188","1,636","738","898"
"충청남도 천안시 동남구 문성동(4413152000)","7,808","3,951","3,857","1,221","546","675"
"충청남도 천안시 동남구 원성1동(4413153000)","7,649","3,962","3,687","2,203","989","1,214"
"충청남도 천안시 동남구 원성2동(4413154000)","8,701","4,456","4,245","2,723","1,220","1,503"
"충청남도 천안시 동남구 봉명동(4413155000)","17,018","8,686","8,332","3,266","1,456","1,810"
"충청남도 천안시 동남구 일봉동(4413156000)","23,503","11,705","11,798","3,779","1,743","2,036"
"충청남도 천안시 동남구 신방동(4413157000)","42,548","21,902","20,646","4,919","2,128","2,791"
"충청남도 천안시 동남구 청룡동(4413158000)","57,873","28,887","28,986","7,593","3,428","4,165"
"충청남도 천안시 동남구 신안동(4413159000)","37,842","18,300","19,542","5,961","2,763","3,198"
"충청남도 천안시 서북구 (4413300000)","401,540","207,569","193,971","48,187","21,837","26,350"
"충청남도 천안시 서북구 성환읍(4413325000)","21,790","11,360","10,430","6,538","2,914","3,624"
"충청남도 천안시 서북구 성거읍(4413325300)","21,529","11,394","10,135","3,881","1,813","2,068"
"충청남도 천안시 서북구 직산읍(4413325600)","19,287","10,624","8,663","3,610","1,658","1,952"
"충청남도 천안시 서북구 입장면(4413331000)","7,565","4,125","3,440","2,635","1,213","1,422"
"충청남도 천안시 서북구 성정1동(4413351000)","16,682","8,871","7,811","3,478","1,629","1,849"
"충청남도 천안시 서북구 성정2동(4413352000)","24,628","13,771","10,857","3,206","1,498","1,708"
"충청남도 천안시 서북구 쌍용1동(4413353000)","12,511","6,154","6,357","2,634","1,171","1,463"
"충청남도 천안시 서북구 쌍용2동(4413354000)","34,211","16,783","17,428","4,429","1,984","2,445"
"충청남도 천안시 서북구 쌍용3동(4413355000)","17,151","8,270","8,881","3,040","1,251","1,789"
"충청남도 천안시 서북구 백석동(4413356000)","40,636","20,467","20,169","3,396","1,537","1,859"
"충청남도 천안시 서북구 불당1동(4413356600)","31,435","15,784","15,651","2,019","948","1,071"
"충청남도 천안시 서북구 불당2동(4413356700)","37,133","18,591","18,542","1,357","597","760"
"충청남도 천안시 서북구 부성1동(4413358000)","53,305","27,649","25,656","4,573","2,085","2,488"
"충청남도 천안시 서북구 부성2동(4413359000)","63,677","33,726","29,951","3,391","1,539","1,852"
"충청남도 공주시 (4415000000)","100,605","50,147","50,458","32,474","14,641","17,833"
"충청남도 공주시 유구읍(4415025000)","6,796","3,429","3,367","3,184","1,460","1,724"
"충청남도 공주시 이인면(4415031000)","2,915","1,508","1,407","1,451","655","796"
"충청남도 공주시 탄천면(4415032000)","2,668","1,416","1,252","1,410","659","751"
"충청남도 공주시 계룡면(4415033000)","5,063","2,593","2,470","2,443","1,129","1,314"
"충청남도 공주시 반포면(4415034000)","3,979","2,086","1,893","1,541","759","782"
"충청남도 공주시 의당면(4415036000)","4,301","2,284","2,017","1,495","721","774"
"충청남도 공주시 정안면(4415037000)","4,499","2,436","2,063","2,170","1,039","1,131"
"충청남도 공주시 우성면(4415038000)","4,808","2,556","2,252","2,213","1,029","1,184"
"충청남도 공주시 사곡면(4415039000)","2,692","1,381","1,311","1,316","602","714"
"충청남도 공주시 신풍면(4415040000)","3,028","1,395","1,633","1,496","663","833"
"충청남도 공주시 중학동(4415051000)","4,234","2,158","2,076","1,387","591","796"
"충청남도 공주시 웅진동(4415054000)","7,286","3,570","3,716","2,254","931","1,323"
"충청남도 공주시 금학동(4415055000)","5,297","2,527","2,770","1,327","630","697"
"충청남도 공주시 옥룡동(4415056000)","6,975","3,419","3,556","2,474","1,041","1,433"
"충청남도 공주시 신관동(4415057000)","19,522","9,221","10,301","3,689","1,571","2,118"
"충청남도 공주시 월송동(4415059000)","16,542","8,168","8,374","2,624","1,161","1,463"
"충청남도 보령시 (4418000000)","92,663","46,910","45,753","30,181","13,254","16,927"
"충청남도 보령시 웅천읍(4418025000)","5,536","2,809","2,727","2,718","1,196","1,522"
"충청남도 보령시 주포면(4418031000)","1,473","761","712","704","311","393"
"충청남도 보령시 오천면(4418032000)","1,970","1,069","901","921","423","498"
"충청남도 보령시 오천면어항출장소(4418032500)","1,465","796","669","592","280","312"
"충청남도 보령시 원산출장소(4418032900)","999","520","479","457","195","262"
"충청남도 보령시 천북면(4418033000)","3,117","1,637","1,480","1,563","719","844"
"충청남도 보령시 청소면(4418034000)","2,303","1,167","1,136","1,263","553","710"
"충청남도 보령시 청라면(4418035000)","3,451","1,739","1,712","1,725","779","946"
"충청남도 보령시 남포면(4418036000)","4,737","2,395","2,342","2,243","1,009","1,234"
"충청남도 보령시 주산면(4418038000)","2,175","1,081","1,094","1,266","559","707"
"충청남도 보령시 미산면(4418039000)","1,580","817","763","899","415","484"
"충청남도 보령시 성주면(4418040000)","1,926","961","965","870","358","512"
"충청남도 보령시 주교면(4418041000)","4,811","2,501","2,310","1,941","861","1,080"
"충청남도 보령시 대천1동(4418051500)","12,611","6,336","6,275","3,253","1,413","1,840"
"충청남도 보령시 대천2동(4418052500)","5,984","2,977","3,007","1,643","697","946"
"충청남도 보령시 대천3동(4418053500)","15,366","7,719","7,647","2,630","1,120","1,510"
"충청남도 보령시 대천4동(4418054500)","17,365","8,619","8,746","3,234","1,357","1,877"
"충청남도 보령시 대천5동(4418056500)","5,794","3,006","2,788","2,259","1,009","1,250"
"충청남도 아산시 (4420000000)","357,602","186,493","171,109","55,094","24,758","30,336"
"충청남도 아산시 염치읍(4420025000)","5,721","3,000","2,721","2,050","930","1,120"
"충청남도 아산시 배방읍(4420025300)","93,664","48,316","45,348","9,190","4,158","5,032"
"충청남도 아산시 송악면(4420031000)","3,953","2,045","1,908","1,509","714","795"
"충청남도 아산시 탕정면(4420033000)","46,221","24,419","21,802","2,182","1,019","1,163"
"충청남도 아산시 음봉면(4420035000)","22,975","12,542","10,433","3,301","1,560","1,741"
"충청남도 아산시 둔포면(4420036000)","23,669","13,450","10,219","3,688","1,744","1,944"
"충청남도 아산시 영인면(4420037000)","5,195","2,762","2,433","2,307","1,080","1,227"
"충청남도 아산시 인주면(4420038000)","5,499","3,110","2,389","1,951","888","1,063"
"충청남도 아산시 선장면(4420039000)","2,789","1,449","1,340","1,476","675","801"
"충청남도 아산시 도고면(4420040000)","4,166","2,188","1,978","1,938","909","1,029"
"충청남도 아산시 신창면(4420041000)","22,727","11,863","10,864","4,520","2,051","2,469"
"충청남도 아산시 온양1동(4420057000)","9,809","5,190","4,619","1,877","856","1,021"
"충청남도 아산시 온양2동(4420058000)","9,704","5,201","4,503","2,622","1,157","1,465"
"충청남도 아산시 온양3동(4420059000)","38,755","19,293","19,462","5,489","2,333","3,156"
"충청남도 아산시 온양4동(4420060000)","15,734","7,971","7,763","3,346","1,438","1,908"
"충청남도 아산시 온양5동(4420061000)","20,951","10,726","10,225","3,196","1,392","1,804"
"충청남도 아산시 온양6동(4420062000)","26,070","12,968","13,102","4,452","1,854","2,598"
"충청남도 서산시 (4421000000)","173,017","90,676","82,341","39,911","18,077","21,834"
"충청남도 서산시 대산읍(4421025000)","12,258","7,278","4,980","3,023","1,416","1,607"
"충청남도 서산시 인지면(4421031000)","6,940","3,569","3,371","2,214","1,006","1,208"
"충청남도 서산시 부석면(4421032000)","5,024","2,586","2,438","2,729","1,245","1,484"
"충청남도 서산시 팔봉면(4421033000)","3,240","1,670","1,570","1,767","836","931"
"충청남도 서산시 지곡면(4421034000)","7,577","4,092","3,485","2,297","1,090","1,207"
"충청남도 서산시 성연면(4421036000)","17,062","8,996","8,066","1,647","755","892"
"충청남도 서산시 음암면(4421037000)","8,914","4,586","4,328","3,005","1,361","1,644"
"충청남도 서산시 운산면(4421038000)","4,832","2,481","2,351","2,408","1,102","1,306"
"충청남도 서산시 해미면(4421039000)","7,065","3,676","3,389","2,805","1,275","1,530"
"충청남도 서산시 고북면(4421040000)","5,574","2,966","2,608","2,185","964","1,221"
"충청남도 서산시 부춘동(4421051000)","17,487","9,144","8,343","3,215","1,430","1,785"
"충청남도 서산시 동문1동(4421052500)","17,108","8,921","8,187","3,444","1,554","1,890"
"충청남도 서산시 동문2동(4421053500)","8,147","4,201","3,946","2,070","904","1,166"
"충청남도 서산시 수석동(4421054000)","17,445","8,949","8,496","2,933","1,283","1,650"
"충청남도 서산시 석남동(4421055000)","34,344","17,561","16,783","4,169","1,856","2,313"
"충청남도 논산시 (4423000000)","107,406","53,874","53,532","35,299","15,531","19,768"
"충청남도 논산시 강경읍(4423025000)","7,041","3,426","3,615","2,928","1,249","1,679"
"충청남도 논산시 연무읍(4423025300)","12,363","6,249","6,114","4,311","1,870","2,441"
"충청남도 논산시 성동면(4423031000)","3,697","1,882","1,815","1,853","814","1,039"
"충청남도 논산시 광석면(4423032000)","3,760","1,915","1,845","1,800","807","993"
"충청남도 논산시 노성면(4423033000)","2,670","1,375","1,295","1,274","558","716"
"충청남도 논산시 상월면(4423034000)","3,275","1,633","1,642","1,528","685","843"
"충청남도 논산시 부적면(4423035000)","3,227","1,628","1,599","1,534","687","847"
"충청남도 논산시 연산면(4423036000)","5,617","2,926","2,691","2,609","1,240","1,369"
"충청남도 논산시 벌곡면(4423038000)","2,264","1,159","1,105","1,169","530","639"
"충청남도 논산시 양촌면(4423039000)","5,752","2,931","2,821","2,259","1,021","1,238"
"충청남도 논산시 가야곡면(4423040000)","3,086","1,572","1,514","1,643","755","888"
"충청남도 논산시 은진면(4423041000)","3,719","1,982","1,737","1,514","670","844"
"충청남도 논산시 채운면(4423042000)","2,002","979","1,023","1,016","444","572"
"충청남도 논산시 취암동(4423051000)","33,334","16,704","16,630","6,148","2,673","3,475"
"충청남도 논산시 부창동(4423052000)","15,599","7,513","8,086","3,713","1,528","2,185"
"충청남도 계룡시 (4425000000)","46,087","22,971","23,116","7,314","3,258","4,056"
"충청남도 계룡시 두마면(4425031000)","13,999","6,921","7,078","1,918","891","1,027"
"충청남도 계룡시 엄사면(4425031500)","16,601","8,151","8,450","3,660","1,556","2,104"
"충청남도 계룡시 신도안면(4425033000)","7,517","3,886","3,631","125","41","84"
"충청남도 계룡시 금암동(4425051000)","7,970","4,013","3,957","1,611","770","841"
"충청남도 당진시 (4427000000)","172,577","92,613","79,964","38,101","17,586","20,515"
"충청남도 당진시 합덕읍(4427025000)","7,711","4,086","3,625","3,329","1,486","1,843"
"충청남도 당진시 송악읍(4427025300)","29,443","16,592","12,851","5,353","2,592","2,761"
"충청남도 당진시 고대면(4427031000)","5,919","3,257","2,662","2,523","1,192","1,331"
"충청남도 당진시 석문면(4427032000)","8,082","4,733","3,349","2,783","1,336","1,447"
"충청남도 당진시 대호지면(4427033000)","2,178","1,123","1,055","1,231","577","654"
"충청남도 당진시 정미면(4427034000)","3,394","1,751","1,643","1,613","756","857"
"충청남도 당진시 면천면(4427035000)","3,263","1,684","1,579","1,524","695","829"
"충청남도 당진시 순성면(4427036000)","4,571","2,354","2,217","2,134","981","1,153"
"충청남도 당진시 우강면(4427037000)","5,169","2,582","2,587","2,207","954","1,253"
"충청남도 당진시 신평면(4427038000)","14,121","7,280","6,841","3,551","1,603","1,948"
"충청남도 당진시 송산면(4427039000)","11,011","6,583","4,428","2,465","1,192","1,273"
"충청남도 당진시 당진1동(4427051000)","40,794","21,595","19,199","3,888","1,747","2,141"
"충청남도 당진시 당진2동(4427052000)","21,408","10,984","10,424","3,309","1,491","1,818"
"충청남도 당진시 당진3동(4427053000)","15,513","8,009","7,504","2,191","984","1,207"
"충청남도 금산군 (4471000000)","49,266","25,024","24,242","18,427","8,296","10,131"
"충청남도 금산군 금산읍(4471025000)","22,329","10,969","11,360","6,208","2,637","3,571"
"충청남도 금산군 금성면(4471031000)","3,011","1,576","1,435","1,439","661","778"
"충청남도 금산군 제원면(4471032000)","2,685","1,415","1,270","1,322","620","702"
"충청남도 금산군 부리면(4471033000)","2,339","1,189","1,150","1,292","562","730"
"충청남도 금산군 군북면(4471034000)","2,319","1,204","1,115","1,135","526","609"
"충청남도 금산군 남일면(4471035000)","2,811","1,466","1,345","1,178","534","644"
"충청남도 금산군 남이면(4471036000)","1,980","1,023","957","959","449","510"
"충청남도 금산군 진산면(4471037000)","3,054","1,541","1,513","1,469","677","792"
"충청남도 금산군 복수면(4471038000)","2,810","1,480","1,330","1,314","614","700"
"충청남도 금산군 추부면(4471039000)","5,928","3,161","2,767","2,111","1,016","1,095"
"충청남도 부여군 (4476000000)","58,797","29,324","29,473","24,891","11,027","13,864"
"충청남도 부여군 부여읍(4476025000)","17,685","8,757","8,928","5,885","2,581","3,304"
"충청남도 부여군 규암면(4476031000)","11,326","5,576","5,750","3,118","1,341","1,777"
"충청남도 부여군 은산면(4476032000)","3,515","1,775","1,740","1,759","804","955"
"충청남도 부여군 외산면(4476033000)","2,142","1,059","1,083","1,205","523","682"
"충청남도 부여군 내산면(4476034000)","1,436","729","707","803","374","429"
"충청남도 부여군 구룡면(4476035000)","2,154","1,061","1,093","1,097","482","615"
"충청남도 부여군 홍산면(4476036000)","2,540","1,243","1,297","1,357","591","766"
"충청남도 부여군 옥산면(4476037000)","1,332","652","680","763","339","424"
"충청남도 부여군 남면(4476038000)","1,711","831","880","976","412","564"
"충청남도 부여군 충화면(4476039000)","1,049","554","495","631","302","329"
"충청남도 부여군 양화면(4476040000)","1,544","744","800","955","420","535"
"충청남도 부여군 임천면(4476041000)","2,577","1,274","1,303","1,399","612","787"
"충청남도 부여군 장암면(4476042000)","2,451","1,238","1,213","1,326","584","742"
"충청남도 부여군 세도면(4476043000)","2,846","1,467","1,379","1,474","680","794"
